Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3,Predicted Rating
Royal Utsav,2009.0,134.0,Action,,,Ravi Pathak,Charu Arora,Sudesh Berry,Tripta Chopra,4.4642797979797955
RRR,2021.0,134.0,"Action, Drama",,,S.S. Rajamouli,N.T. Rama Rao Jr.,Ram Charan,Ajay Devgn,3.621500000000002
Rudali,2019.0,134.0,Drama,,,Suman Mukhopadhyay,Usha Ganguli,Kalpana Thakur Jha,Senjuti Mukherjee,5.303352994227995
Rudra,1989.0,134.0,Unknown,,,K.S.R. Das,T.N. Balakrishna,Vishnuvardhan,K.S. Ashwath,5.489250000000001
Rudra Gadh @6km,2021.0,120.0,Horror,,,Arjun Rao,Rajesh Bonik,Raaj Seth,Raja Murad,4.0523333333333325
Rukhsana,1955.0,145.0,"Action, Adventure, Drama",,,R.C. Talwar,Amar,Kishore Kumar,Meena Kumari,6.773299999999999
Rukhsar,1997.0,134.0,Drama,,,Ashish Nehra,Ronit Agrawal,Mohan Kant,Geeta Saroha,5.157533333333331
Rukke Padge,2010.0,134.0,Comedy,,,Ashoak C. Tyagi,Gaurav Prateek,Rajendra Gupta,Khayali Saharan,4.385333333333332
Rukmini Swayamvar,1946.0,134.0,Unknown,,,Baburao Painter,Ratnamala,Chandrakant,Durga Khote,6.809580952380953
Rupa Rani Ramkali,2001.0,130.0,Action,,,K.I. Sheikh,Sadashiv Amrapurkar,Gajendra Chauhan,Mohan Joshi,5.2578811688311715
Rupaiya,1950.0,134.0,Drama,,,G.P. Pawar,Manmohan Krishna,Mirajkar,Kumari Naaz,7.456916666666665
Ruslaan,2009.0,134.0,Drama,,,Mohan Sharma,Asrani,Megha Chatterjee,Raymond D'Souza,6.17344523809524
Rusvai,1985.0,134.0,Musical,,,Rajat Rakshit,Sanjeev Kumar,Raj Babbar,Moushumi Chatterjee,5.742116666666664
Rut Rangeeli Ayee,1972.0,134.0,"Action, Crime, Drama",,,M.M. Pushkaran,Bari,Bharat Bhushan,Brahmachari,5.959500000000003
S P Teja,1992.0,134.0,Action,,,Sri Ram Kumar,Sri Ram Kumar,Kushboo,Jaya Prada,5.084850000000001
S the Film,2012.0,134.0,Horror,,,Devang Dholakia,Unknown,Unknown,Unknown,6.036666666666669
S.O.S Jasoos 007,1969.0,134.0,Thriller,,,Dhumal,Dinesh Hingoo,Shyam Irani,Prem Kumar,6.399533333333329
Saadgi,2019.0,75.0,Family,,,Dinesh Chaudhary,Monu Dhankad,Uttar Kumar,Unknown,5.336666666666665
Saagar,1951.0,134.0,Romance,,,Paidi Jairaj,Bharat Bhushan,Nargis,K.N. Singh,6.009805555555547
Saagari,2005.0,134.0,Romance,,,Unknown,Unknown,Unknown,Unknown,5.951000000000007
Saahas,1979.0,134.0,Thriller,,,Unknown,Unknown,Unknown,Unknown,5.644999999999994
Saahil,1988.0,134.0,Drama,,,Unknown,Unknown,Unknown,Unknown,6.060699999999998
Saajan,1947.0,134.0,Romance,,,Kishore Sahu,Ashok Kumar,Rehana,Leela Mishra,6.458833333333334
Saajan Ke Liye,1995.0,134.0,Romance,,,Unknown,Unknown,Unknown,Unknown,6.014000000000002
Saajan Mera Chor Hain,2005.0,134.0,Drama,,,Unknown,Unknown,Unknown,Unknown,5.757316666666667
Saajna,1997.0,134.0,"Musical, Romance",,,Rishikesh Pandey,Unknown,Unknown,Unknown,6.010999999999997
"Saako-363, Amrita Ki Khejadi",1997.0,134.0,"Adventure, Drama, History",,,Kalyan Seervi,Sneha Ullal,Milind Gunaji,Brij Gopal,4.774000000000004
Saali Poori Gharwali,2000.0,134.0,Thriller,,,Dolly Bindra,Jay Devi,Mahesh Kawal,Yogendra Konkar,4.8031428571428565
Saaligirah,1959.0,134.0,Romance,,,Unknown,Unknown,Unknown,Unknown,6.36757142857143
Saami Potta Mudhichhu,1991.0,124.0,Unknown,,,R. Sundarajan,Thalapathi Dinesh,Murali,Disco Shanti,4.542999999999999
Saat Ladkiyan,1989.0,134.0,Drama,,,Kishan Shetty,Sona Mastan Mirza,Rajan Sippy,Tariq,5.421611111111107
Saat Saheliyan,2002.0,134.0,Comedy,,,Narendra Bedi,Divyaa Dwivedi,Pramod Jaiswal,Raaj Malhotra,4.62158888888889
Saat Samundar Paar,1965.0,145.0,"Action, Adventure, Drama",,,Mohammed Hussain,Dara Singh,Ameeta,Shyam Kumar,6.677649999999995
Saat Samundaron Ki Mallika,1947.0,134.0,Unknown,,,Dhirubhai Desai,Nayantara,Mumtaz,Unknown,6.481900000000004
Saat Sawal Yane Haatim Tai,1971.0,134.0,"Action, Adventure, Drama",,,Babubhai Mistry,Naval Kumar,Heena Kumari,Sujata,6.4072499999999994
Saathi,1938.0,134.0,Unknown,,,Parshwanath Yeshwant Altekar,Durga Khote,Mubarak,Unknown,5.470933333333337
Saathi,1946.0,134.0,Unknown,,,M. Sadiq,Mehtab,Unknown,Unknown,6.050250000000008
Saathi: The Companion,2005.0,134.0,Romance,,,Faaiz Anwar,Rupa Dutta,Divij Kak,Aanchal Anand,4.687504761904761
Saaya,1961.0,134.0,Unknown,,,Shriram,Chitra,Helen,Nasir Khan,5.318452380952376
Saaya Kaali Raat Mein,2001.0,134.0,Action,,,Mahmood Khan,Rani Sinha,Rajesh Tiwari,Sainora,4.933959523809524
Saaz,1959.0,134.0,Drama,,,Unknown,Unknown,Unknown,Unknown,6.075857142857142
Saaz Aur Sanam,1971.0,134.0,Romance,,,J.B.H. Wadia,Premendra,Rekha,Suresh Chatwal,6.007666666666666
Sab Ka Ustad,1965.0,134.0,Action,,,R. Thakur,Sheikh Mukhtar,Kumkum,Sujit Kumar,5.6237619047619045
Sab Se Badi Adalat,1987.0,134.0,Drama,,,Surinder Suri,Vijayendra Ghatge,Simple Kapadia,Bharat Kapoor,5.578573809523812
Sabaash Naidu,1997.0,134.0,"Action, Comedy",,,Kamal Haasan,Shruti Haasan,Kamal Haasan,B.J. Britt,4.527457142857144
Sabak,1973.0,134.0,Drama,,,Jugal Kishore,Poonam Sinha,K.N. Singh,Ramesh Deo,6.273349999999997
Sabak,1950.0,134.0,Unknown,,,M. Sadiq,Cuckoo,Karan Dewan,Gajanan Jagirdar,7.324966666666671
Sabar,1996.0,134.0,Drama,,,V Devendra Naidu,Bharat Bhushan,Birbal,Chhaya Mahajan,5.913266666666666
Sabse Bada Joker,2000.0,134.0,Drama,,,Dileep,Manya,Nishanth Sagar,Unknown,5.597535714285714
Sabse Bada Paap,1984.0,134.0,Drama,,,Unknown,Unknown,Unknown,Unknown,5.920624567099562
Sabse Bada Rupaiya,1955.0,134.0,Unknown,,,P.L. Santoshi,Shashikala,Agha,Sunder,6.79686666666666
Sabz Baag,1951.0,134.0,Unknown,,,Chand Burke,Suraiya Chowdhary,Kamal Kapoor,Nimmi,7.00864047619048
Sach Hai,1939.0,157.0,Unknown,,,R.S. Choudhury,Motilal,Rose,Shakir,6.4759999999999955
Sachcha Pyaar,1950.0,134.0,Unknown,,,Niranjan,Manorama,Unknown,Unknown,5.463666666666675
Sachcha Pyar,1992.0,134.0,Romance,,,Poornachandra Rao Atluri,Unknown,Unknown,Unknown,6.13514285714286
Sachcha Sapna,1942.0,134.0,Unknown,,,K. Narayan Kale,Unknown,Unknown,Unknown,5.206666666666664
Sachche Ka Bol Bala,1958.0,134.0,"Adventure, Drama",,,Master Bhagwan,Master Bhagwan,Chandrashekhar,Shyam Kumar,5.558746034521034
Sachche Moti,1962.0,134.0,Drama,,,Madhu Apte,Helen,Jeevan,Manmohan Krishna,6.130590476190472
Sachin: The Ultimate Winner,1997.0,134.0,Adventure,,,Dweep Raj Kochhar,Ved Thappar,Dhruv Raj,Shivani Sharma,4.941
Sacramento River,2017.0,134.0,Thriller,,,Alexandro Garcia,Parminder Kalra,Sukhwant Dhadda,Luis Varela,4.285258333333334
Sadhana,1939.0,134.0,Unknown,,,V.C. Desai,M. Thakore,Shobhna Samarth,Bibbo,6.405166666666666
Sadho,2019.0,110.0,Drama,,,Danish Iqbal,Unknown,Unknown,Unknown,5.585083333333333
Sadhu Bana Shaitan,2004.0,134.0,Thriller,,,Jaspal Neelam,Aman Sagar,Sainora,Shabnam,4.864033333333334
Sadma,1954.0,134.0,Drama,,,Unknown,Unknown,Unknown,Unknown,6.198
Sadma,1948.0,134.0,Drama,,,Bn Rao,Unknown,Unknown,Unknown,6.141133333333336
Sadqa Kamli Wale Ka,1981.0,134.0,Drama,,,A. Shamsheer,Shakti Kapoor,Satish Kaul,Kader Khan,7.275499999999999
Safaibaaz - The Scavenger,2021.0,134.0,"Drama, Family",,,Avneesh Singh,Rajpal Yadav,Johnny Lever,Manpreet Dolly,3.9781666666666666
Safar,1946.0,134.0,Unknown,,,Bibhuti Mitra,Unknown,Unknown,Unknown,6.829000000000004
Sahara,2015.0,134.0,Drama,,,Satish Rai,Zaira Begg,Ashfaaq Khan,Anji Naidu-Khan,5.8111
Sahavari,1974.0,134.0,Documentary,,,Clement Baptista,Unknown,Unknown,Unknown,6.410562499999998
Sahil,1954.0,134.0,Mystery,,,Amar,Chitra,Jankidas,Shammi Kapoor,6.470483333333326
Sai Mahima,2018.0,134.0,Unknown,,,Sukhvinder Sharma,Jitendra Sharma,Amrinder Singh,Unknown,4.723333333333333
Sai V/S I,2017.0,134.0,Unknown,,,Aanuj Tewari,Ankur Malhotra,Mukteshwara Ojha,Pooja Baksh,4.168583333333333
Said-e-Havas,1936.0,150.0,Unknown,,,Sohrab Modi,Unknown,Unknown,Unknown,6.406999999999997
Sailing Through Life,1997.0,94.0,Drama,,,Nikhil Agnihotri,Monika Panwar,Palvi Jaswal,Rumana Molla,5.804999999999996
Sairandhri,1933.0,134.0,Unknown,,,Shantaram Rajaram Vankudre,Leela,Shakuntala Paranjpye,Master Vinayak,4.796016666666668
Sairandhri,1993.0,134.0,Drama,,,Unknown,Unknown,Unknown,Unknown,6.339028571428572
Saire Paristan,1934.0,134.0,Unknown,,,Mohan Dayaram Bhavnani,Bhudo Advani,Ameena,Unknown,5.6865000000000006
Sair-E-Paristan,1958.0,134.0,Fantasy,,,Chitra,Kamran,Unknown,Unknown,6.1617999999999995
Saiyan Ke Gaon Mein,1991.0,134.0,Documentary,,,Govind Saraiya,Unknown,Unknown,Unknown,7.088000000000001
Sajan Ka Dard,1995.0,134.0,Romance,,,Beena Banerjee,Urmila Bhatt,Tarun Dhanrajgir,Upasna Khosla,4.462866666666668
Sajan Ka Ghar,1948.0,134.0,Unknown,,,Shorey Daulatalvi,Paidi Jairaj,Ranjana,Kusum Deshpande,6.339066666666664
Sajan Tara Sambharna,1985.0,134.0,Unknown,,,Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Unknown,Unknown,5.8394166666666685
Sajani,1940.0,134.0,Unknown,,,Sarvottam Badami,Sabita Devi,Dixit,Ghori,6.8541666666666705
Sajani,1956.0,134.0,Drama,,,Vasant Painter,Lalita Pawar,Ruby Mayer,Anoop Kumar,6.426199999999999
Sajiv Murti,1935.0,134.0,Unknown,,,S.F. Hasnain,Ashalata Biswas,Unknown,Unknown,4.79343333333333
Sajjan,1941.0,134.0,Unknown,,,Dwarka Khosla,Jagdish Sethi,Husn Banu,Satish,6.918715873015875
Sajni,1978.0,134.0,Romance,,,Unknown,Unknown,Unknown,Unknown,5.788433333333327
Sakha,1997.0,134.0,Drama,,,Pranshu Shrivastav,Preksha Mehta,Pranshu Shrivastav,Raghw Raj,5.157533333333331
Sakhi,1997.0,134.0,Drama,,,Annu Kapil,Pankaj Berry,Vinita Joshi,Ajay Mahendru,5.191599999999998
Sakhi Hatim,1955.0,134.0,Fantasy,,,Nanubhai Vakil,Mumtaz Ali,Chitra,Daljeet,6.790150000000003
Sakhi Lutera,1955.0,134.0,Unknown,,,Mohammed Hussain,Habib,Kamran,Kamal Mehra,6.3113666666666655
Sakhi Lutera,1934.0,134.0,Unknown,,,Abdul Rehman Kabuli,Keravala,Unknown,Unknown,5.294
Sakhi Lutera,1969.0,134.0,Action,,,Rustam Irani,Shakeela Bano Bhopali,Habib,Hercules,5.931485714285711
Sakhi Robin,1962.0,134.0,Drama,,,B.J. Patel,Rajan Kapoor,Nilofar,Babu Raje,5.783499999999995
Saksham,1997.0,134.0,Drama,,,Shubhanshu Satyadeo,Ranjeet,Raayo S. Bakhirta,Brijendra Kala,5.068633333333329
Saksham Everyone Is Capable,1997.0,120.0,Drama,,,Gaurav Goswami,Rajinder Singh,Kamna Lakaria,Rahul,6.574000000000002
Sakshi,2021.0,112.0,Thriller,,,Ajay Ram,Madhumita Biswas,Yugansh Juneja,Vikram Mastal,4.2065
Sakshi Gopal,1957.0,134.0,Fantasy,,,Bhalchandra Shukla,Bharat Bhushan,Nanda,Madan Puri,6.777350613275612
Salaam E Mohabbat,1955.0,134.0,Romance,,,Unknown,Unknown,Unknown,Unknown,6.311166666666669
Salaam Mem Saheb,1961.0,134.0,"Drama, Romance",,,Kalpataru,Kumkum,Subbiraj,K.N. Singh,6.249649999999999
Salaar,2022.0,134.0,Action,,,Prashanth Neel,Prabhas,Shruti Haasan,Mostafiz Mortoza,3.7043333333333326
Salam E Mohabbat,1983.0,134.0,Drama,,,A. Shamsheer,Jagdeep,Farida Jalal,Satish Kaul,5.640956709956712
Salasar Ke Balaji,2000.0,134.0,Drama,,,Anand Bhat,Lovepreet Kaur,Tina Rathod,Pradeep Rohila,5.534342857142858
Salgirah,1946.0,134.0,Unknown,,,Paidi Jairaj,Unknown,Unknown,Unknown,6.829000000000004
Sali Gharwali Aur Bahar Wali,2001.0,121.0,"Comedy, Thriller",,,Komal,Master Bharat,Dolly Bindra,Ashwin Kaushal,4.736000000000001
Salmon 3D,1997.0,120.0,Thriller,,,Shalil Kallur,Vijay Yesudas,Jonita Doda,Rajiv Pillai,4.4990000000000006
Saloni,1952.0,134.0,Drama,,,Jagatrai Pesumal Advani,Ashok Kumar,Nalini Jaywant,Mohana,7.046333333333339
Saltanat,1954.0,134.0,Unknown,,,Dwarka Khosla,Manher Desai,Shyama,Anwar Hussain,6.949150000000003
Saluun,2009.0,134.0,Drama,,,Nikhil Bhat,Dibyendu Bhattacharya,Gayatri Choudhary,Chittaranjan Giri,6.17344523809524
Salvation at Sunrise,1997.0,115.0,Drama,,,Shardul Maurya,Yash Bhavnani,Deepak Suthar,Vipul Panchal,6.014000000000005
Sam Bahadur,2021.0,134.0,War,,,Meghna Gulzar,Vicky Kaushal,Unknown,Unknown,7.932616666666662
Sama,2019.0,134.0,Romance,,,Joy Augustine,Arjun Anand,Rohini Chandra,Nikhaar Kishnani,5.617916666666665
Sama,1997.0,134.0,Drama,,,Unknown,Unknown,Unknown,Unknown,6.287299999999999
Sama: Muslim Mystic Music of India,2013.0,52.0,"Documentary, History, Music",,,Unknown,Unknown,Unknown,Unknown,7.208999999999998
Samaanta,1972.0,134.0,Unknown,,,Nitin Bose,Ashoo,Brahmachari,Uma Dhawan,5.978550000000001
Samaj,1954.0,134.0,Drama,,,Vasant Joglekar,Ashok Kumar,Shashikala,Usha Kiran,6.901000000000006
Samaj,1995.0,134.0,Drama,,,Virendra Sharma,Urmila Bhatt,Raj Kiran,Meera Madhuri,6.6162214285714285
Samaj Ki Bhul,1934.0,143.0,Unknown,,,Homi Master,Ghaznavi,Dulari,Jamshedji,4.7579999999999965
Samaj Ko Badal Dalo,1947.0,133.0,Unknown,,,Vijay Bhatt,Arun,Leela Pawar,Mridula Rani,6.552050000000004
Samanta,1972.0,134.0,Drama,,,Pradeep Kumar,Murad,D.K. Sapru,B.M. Vyas,6.233488095238093
Samapan,1978.0,134.0,Drama,,,Unknown,Unknown,Unknown,Unknown,5.872714285714282
Samapti,1949.0,134.0,Unknown,,,Amar Mullick,Maya Bose,Bharati Devi,Hiralal,7.050566666666671
Samasya,1975.0,134.0,Drama,,,Dayabhai Bhatt,Madhu Chandra,Chitra,Pavan Dutt,6.292094047619049
Samay Bada Balwan,1969.0,134.0,Drama,,,Sohrab Modi,Helen,Aruna Irani,Sailesh Kumar,5.4641178571428535
Sambandh - The Relation,2004.0,134.0,Thriller,,,Ram Asra,Anjali Sharma,Tanisha Singh,Sardar Sohi,5.030133333333335
Samna,2001.0,134.0,Action,,,Unknown,Unknown,Unknown,Unknown,4.575333333333336
Sampoorna Devi Darshan,1971.0,135.0,Drama,,,Sushma,Ashish Kumar,B.M. Vyas,Uma Dutta,6.307333333333335
Sampoorna Ramaayan,1996.0,134.0,Drama,,,Gunasekhar,Smitha Madhav,N.T. Rama Rao,Unknown,6.210999999999997
Sampoorna Ramayan,1973.0,175.0,"Drama, Family, Fantasy",,,Bapu,Sobhan Babu,Chandrakala,S.V. Ranga Rao,6.445999999999999
Sampoorna Sant Darshanam,1978.0,134.0,Drama,,,Arpana Choudhary,Helen,Nazir Hussain,Jagdeep,6.370879761904762
Sampoorna Santoshi Maa Ki Mahima,1981.0,134.0,Drama,,,Madhu Apte,Anita Guha,Surendra Kumar,Nana Palsikar,6.8375
Sampoorna Shiv Leela,2001.0,134.0,Drama,,,V. Swaminathan,Unknown,Unknown,Unknown,5.566999999999997
Sampoorna Teerth Yatra,1970.0,134.0,"Adventure, Fantasy",,,Dhirubhai Desai,Jaymala Adarsh,Jeevan,Mahipal,5.651216666666667
Samrat,1954.0,134.0,"Action, Adventure",,,Najam Naqvi,Ajit,Kamaleshkumari,Randhir,6.371583333333328
Samrat Ashok,1947.0,134.0,Unknown,,,K.B. Lall,Talish,Unknown,Unknown,6.102416666666673
Samrat Chandragupta,1945.0,122.0,"Biography, Drama",,,Jayant Desai,Unknown,Unknown,Unknown,6.095999999999998
Samsheer,1953.0,134.0,Unknown,,,Gyan Mukherjee,Ashok Kumar,Bhanumati,Master Bhagwan,7.033866666666672
Samudra Manthan,2019.0,106.0,Documentary,,,Kamal Swaroop,Unknown,Unknown,Unknown,8.376849999999996
Samundar,1957.0,134.0,Drama,,,Prem Nath,Prem Nath,Bina Rai,Rajendranath Malhotra,6.767777777777778
Samvaran,2021.0,134.0,Mystery,,,Saurabh Sinha,Akshay Anand,Unknown,Unknown,6.276116666666668
San' 75 (Pachattar),2021.0,123.0,Thriller,,,Navneet Behal,Pravessh Rana,Kay Kay Menon,Kirti Kulhari,6.181333333333336
San 84 Justice,2019.0,80.0,Family,,,Sandeep Kumar Rana,Mujeeb Ul Hassan,Jitesh Kumar Parida,Suparna Marwah,5.105333333333332
Sanadhi,1972.0,134.0,Unknown,,,Unknown,Unknown,Unknown,Unknown,5.930999999999996
Sanak,2021.0,134.0,"Action, Thriller",,,Kanishk Varma,Vidyut Jammwal,Neha Dhupia,Chandan Roy Sanyal,3.7561666666666658
Sanak: The Deadly Passion,2005.0,134.0,Thriller,,,Abhay Bakshi,Jaishri Rao,Shivam Shetty,Unknown,5.652433333333337
Sanam Aap Ki Khatir,1992.0,134.0,Romance,,,Rakesh Bedi,Bhupendra,Deepika Chikhalia,Sudhir Dalvi,5.839783333333333
Sanam tera ishaq,2018.0,120.0,Action,,,Manoj Fogat,Harshit Mathur,Sonam Thakur,Rakesh Kumawat,4.546000000000001
Sanam Tere Hain Hum,1992.0,134.0,"Action, Romance",,,V. Menon,Rakesh Bedi,Rita Bhaduri,Prem Chopra,5.320015692640696
Sanam Tere Pyar Mein,2005.0,134.0,Romance,,,Mohnish Bahl,Gogi Khanna,Akash Soni,Dillzan Wadia,4.687504761904761
Sanatta: The Silence,2003.0,134.0,Unknown,,,Talat Jani,Juhi Chawla,Unknown,Unknown,5.863833333333337
Sand - The Love Without Trust,2017.0,48.0,Drama,,,Xahid Khan,Gautam Bhuyan,Gabyanjali Das,Raju Ghosh,5.739000000000001
Sandesh,1952.0,134.0,Unknown,,,Bal Gajbar,Durga Khote,Lalita Pawar,Unknown,6.194449999999997
Sandesha,1940.0,134.0,Unknown,,,Nazir,Yasmin,Nazir,Ashiq Hussain,6.421333333333337
Sandhi,1944.0,134.0,Unknown,,,Apurba Kumar Mitra,Unknown,Unknown,Unknown,5.1666666666666625
SANDHWANAM,1991.0,134.0,Drama,,,Siby Malayil,Unknown,Unknown,Unknown,6.2675999999999945
Sandhya,1975.0,134.0,Action,,,Nargis Banu,Bindu,Kamal Kapoor,Sharad Kumar,6.2433666666666685
Sandhya Deep,1982.0,134.0,Drama,,,Bhupati,Goundamani,Sumalatha,Unknown,6.235883716283718
Sandli,1985.0,134.0,Romance,,,Yash Sharma,Liza Singh,Unknown,Unknown,5.273999999999996
Sandra Beds Sandeep,2018.0,121.0,"Comedy, Drama, Romance",,,Prashant Rai,Ashutosh Patki,Rakesh Bedi,Ankush Deshmukh,4.2005
Sangam,1941.0,134.0,Unknown,,,Master Vinayak,Unknown,Unknown,Unknown,4.9476666666666675
Sangam,1954.0,134.0,"Drama, Family",,,Kiran Kumar,Shekhar,Kamini Kaushal,Shashikala,6.227266666666666
Sangam Ho Ke Rahega,1994.0,134.0,Romance,,,Rakesh Bedi,Moushumi Chatterjee,Jagdeep,Imran Khan,4.757683333333336
Sangam Shastra,2002.0,68.0,Thriller,,,Jay Prakash,Dhansuraj,Jayaprakash,Unknown,5.872999999999998
Sangam: Where Two Rivers Meet,2014.0,47.0,"Documentary, Family",,,Hersh Seth,Unknown,Unknown,Unknown,6.864000000000001
Sangamithra,1997.0,134.0,"Action, Drama, History",,,Sundar C.,Jayam Ravi,Arya,Disha Patani,4.154457142857148
Sangat,1976.0,134.0,"Drama, Romance",,,Basu Bhattacharya,Kajri,Satyendra Kapoor,Rakesh Pandey,6.30653333333333
Sangathan,1983.0,134.0,Documentary,,,Shyam Benegal,Chandrakant Thakkar,Unknown,Unknown,6.150052380952381
Sangdil,1967.0,134.0,Action,,,Dharam Kohli,Master Bhagwan,Anwar Hussain,Indira,5.628000000000001
Sangdil Samaj,1936.0,120.0,Unknown,,,Ram Daryani,Rajeev Kumar,Sardar Akhtar,Harish,5.5958000000000006
Sangdill,1981.0,134.0,Drama,,,Vijay Pandit,Kabir Bedi,Madhur Bhushan,Bindu,7.093033333333331
Sangeen,2021.0,134.0,Thriller,,,Jaideep Chopra,Nawazuddin Siddiqui,Elnaaz Norouzi,Sammy Jonas Heaney,6.248949999999999
Sangeet,1978.0,134.0,Romance,,,Unknown,Unknown,Unknown,Unknown,5.788433333333327
Sangeeta,1950.0,134.0,Unknown,,,Mumtaz Ali,Suraiya Chowdhary,Pran,Shyam,6.559066666666671
Sangram,1965.0,134.0,"Action, Adventure",,,Babubhai Mistry,Dara Singh,Geetanjali,Randhawa,6.5071353174603175
Sanjh Ki Bela,1980.0,134.0,Romance,,,Madhusudan,Nutan,Joy Mukherjee,Rehman,5.514885714285714
Sanjhi,1985.0,134.0,Drama,,,Pradeep Hooda,Dinesh Thakur,Sumithra,Sachin Pilgaonkar,6.246789285714284
Sankaal: The Latch,2005.0,134.0,Drama,,,Manisha Dwivedi,Aamir Bashir,Benjamin Gilani,Sharbani Mukherji,4.610979761904759
Sankalp,1975.0,134.0,Drama,,,Ramesh Saigal,Arjun Bakshi,Bipin Gupta,Farida Jalal,6.564939285714288
Sankalp,2011.0,69.0,Drama,,,Nitin Tiwari,Ehsan Khan,Ridheema Tiwari,Pranjali,6.252000000000001
Sankat Mein Swasthya Aur Safai,1968.0,134.0,Documentary,,,Shantaram Athavale,Unknown,Unknown,Unknown,6.714499999999994
Sannata,1966.0,134.0,Mystery,,,M. Sabharwal,Anil Chatterjee,Tanuja,Raj Mehra,6.517028571428571
Sanphaam,1997.0,135.0,Drama,,,Vibhas Joshi,Priya Saini,Amrita Sethi,Unknown,5.5036000000000005
Sansar Leela,1969.0,134.0,Unknown,,,Babubhai Mistry,Dinesh Hingoo,Arvind Pandya,Zeb Rehman,6.435666666666663
Sanskar,1940.0,134.0,Unknown,,,V.C. Desai,Rose,Unknown,Unknown,4.597000000000001
Sanskar,1958.0,134.0,"Drama, Family",,,Chaturbhuj Doshi,Anand Kumar,Ameeta,Chand Usmani,6.521321428571425
Sanskar,1952.0,134.0,"Drama, Family",,,V.M. Vyas,Mumtaz,Pran,Murad,6.087566666666666
Sanson Ki Sargam,1991.0,134.0,Drama,,,Raksha Mehta,Roma,Unknown,Unknown,6.032866666666664
Sant Janabai,1949.0,134.0,Unknown,,,Govind B. Ghanekar,Hansa Wadkar,Unknown,Unknown,5.235666666666671
Sant Raghu,1957.0,134.0,Unknown,,,Chandrakant,Anand Kumar,Lalita Pawar,Nirupa Roy,6.632333333333333
Sant Ravidas II,2007.0,134.0,Biography,,,Maan Singh,Unknown,Unknown,Unknown,6.39
Sant Sakhu,1941.0,128.0,Drama,,,Vishnupant Govind Damle,Sheikh Fattelal,Raja Nene,Gauri,6.353
Sant Singaji,1984.0,134.0,Drama,,,Manher Desai,Manjushree,Madan Sharma,Unknown,6.157952344877341
Sant Tukaram,1965.0,134.0,Drama,,,Madhu Apte,Anita Guha,Helen,Shahu Modak,6.465430952380951
Sant Tulsidas,1939.0,154.0,Biography,,,Jayant Desai,Vishnupant Pagnis,Leela Chitnis,Keshavrao Date,6.6336666666666675
Sant Tulsidas,1934.0,134.0,Unknown,,,N.G. Devare,Shantakumari,Unknown,Unknown,5.294
Santan,1946.0,134.0,Unknown,,,B. Damania,Ram Prakash,Lalita Pawar,Unknown,6.646966666666669
Santan,1959.0,134.0,Unknown,,,Jyoti Swaroop,Rajendra Kumar,Kamini Kadam,Nasir Hussain,6.144657142857145
Santosham,1955.0,122.0,Musical,,,C.P. Dixit,Anwar,Anjali Devi,Gope,6.685999999999999
Sanyasi,1945.0,134.0,"Comedy, Musical, Romance",,,Abdul Rashid Kardar,Shamim,Ghulam Mohammed,Misra,4.814290476190478
Sanyogita - The Bride in Red,2005.0,83.0,Drama,,,Sadashivam Rao,Shivratan Rajvi,Divya Dutta,Milind Gunaji,5.390916666666666
Sapane Suhane,1974.0,134.0,Romance,,,Lucky Ram,Mohan Sherry,Suresh,Suryakant,5.990500000000002
Sapera,1939.0,128.0,Unknown,,,Debaki Bose,Pahadi Sanyal,Kanan Devi,Krishna Chandra Dey,5.942666666666672
Sapera,1961.0,134.0,Action,,,B.J. Patel,Ranjan,Jyoti,Tiwari,5.968300000000002
Saperan,2006.0,116.0,Drama,,,Jogendra Lukhda,Santram Banjara,Uttar Kumar,Taanya,6.547000000000002
Sapna,1952.0,134.0,"Drama, Family, Romance",,,Kishore Sahu,Unknown,Unknown,Unknown,5.957166666666669
Sapna,1969.0,134.0,Romance,,,Bela Bose,Mohan Choti,Jagdeep,Sadhana Khote,6.318383333333331
Sapne Apne Apne,1980.0,134.0,Family,,,Shabana Azmi,Rajesh Khanna,Smita Patil,Unknown,5.646818181818185
Sapne Huye Sakaar,1990.0,134.0,Unknown,,,Prema Karanth,Unknown,Unknown,Unknown,3.8059999999999974
Sapno Ki Rani,1988.0,134.0,Romance,,,Shashilal K. Nair,Abhilasha,Uma Maheshwari,Unknown,5.2786111111111085
Sapnon Ke Chhahon Mein,1985.0,134.0,Romance,,,Amin Prakash,Arun Govil,Mazhar Khan,Praveena,6.251766666666668
Sapnon Ki Raatein,1992.0,134.0,Drama,,,P K Radhakrishnan,Ahmed,Kunchan,Kuthiravattam Pappu,5.009208333333331
Saqi,1937.0,134.0,Unknown,,,Jagatrai Pesumal Advani,Unknown,Unknown,Unknown,4.481466666666666
Sar Car Ki Seva Mei,2020.0,134.0,Comedy,,,Shreyas Talpade,Aakash Pandey,Shraddha Jaiswal,Brijendra Kala,6.787916666666663
Sara Jahan Hamara,1961.0,134.0,Romance,,,Azra,Jankidas,Prem Nath,Shyama,6.57641984126984
Saral Biswas,1959.0,134.0,Unknown,,,Phani Majumdar,Unknown,Unknown,Unknown,6.149857142857144
